id,role_rank,job_role,job_role_clean,company,start_date,end_date,is_current,days_to_next_role,days_in_role,gap_days_before,major,graduation_year,gender,final_cluster_id,final_cluster_label,detailed_cluster_id,detailed_cluster_label,has_grad_degree,grad_degree_type,grad_major
135,2,project manager,project manager,je jamerson  sons inc,7/1/09,12/1/13,FALSE,1645,1614,-1614,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
135,1,senior project manager  vice president,senior project manager  vice president,jamersonlewis construction inc,1/1/14,7/17/25,TRUE,,4215,31,building construction,2009,male,14,14_PresidentOwner,22,22_VicePresident,FALSE,,
135,4,project manager,project manager,je jamerson  sons,,7/17/25,TRUE,,,,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
136,5,general laborer,general laborer,ja street  associates inc,5/1/06,8/1/06,FALSE,365,92,,building construction,2009,male,1,1_FieldLabor,1,1_FieldPositions,FALSE,,
136,4,intern,intern,the truland group inc,5/1/07,8/1/07,FALSE,214,92,273,building construction,2009,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
136,3,general laborer,general laborer,appalachian design services,12/1/07,1/1/08,FALSE,640,31,122,building construction,2009,male,1,1_FieldLabor,1,1_FieldPositions,FALSE,,
136,2,construction contract administrator,construction contract administrator,thompson  litton,9/1/09,1/1/12,FALSE,1004,852,609,building construction,2009,male,9,9_ProjectControQualityControlPreConstruction,14,14_PreCon_ProjectControl,FALSE,,
136,1,associate,associate,sesco group inc,6/1/12,7/17/25,TRUE,,4794,152,building construction,2009,male,23,23_Others,28,28_Others,FALSE,,
138,1,project controls engineer,project controls engineer,bechtel national,8/1/10,7/17/25,TRUE,,5464,,building construction,2009,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
139,5,construction project coordinator,construction project coordinator,va dept of corrections,5/1/09,3/1/11,FALSE,1400,669,,building construction,2009,male,2,2_FieldRoute,3,3_AssistantSuperintendent,FALSE,,
139,4,construction specialist,construction specialist,dominion energy,3/1/13,10/1/16,FALSE,1310,1310,731,building construction,2009,male,9,9_ProjectControQualityControlPreConstruction,14,14_PreCon_ProjectControl,FALSE,,
139,3,construction project coordinator,construction project coordinator,dominion energy,10/1/16,4/1/19,FALSE,912,912,0,building construction,2009,male,2,2_FieldRoute,3,3_AssistantSuperintendent,FALSE,,
139,2,project manager,project manager,dominion energy,4/1/19,9/1/24,FALSE,1980,1980,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
139,1,director of operations,director of operations,unlimited construction services,9/1/24,7/17/25,TRUE,,319,0,building construction,2009,male,15,15_OtherDirectors,23,23_Director,FALSE,,
140,2,senior project manager,senior project manager,howard s wright a balfour beatty company,4/1/10,2/1/25,FALSE,5420,5420,,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
140,1,sr project manager,sr project manager,lease crutcher lewis,2/1/25,7/17/25,TRUE,,166,0,building construction,2009,male,,8_ProjectManagementRoute,13,13_SeniorProjectManager,FALSE,,
141,7,reactor controls division officer,reactor controls division officer,uss george hw bush cvn77,8/1/12,12/1/14,FALSE,883,852,,building construction,2009,male,19,19_Military,27,27_Military,FALSE,,
141,6,future plans readiness officer special assistant cyber security officer,future plans readiness officer special assistant cyber security officer,naval information forces,1/1/15,8/1/16,FALSE,396,578,31,building construction,2009,male,19,19_Military,27,27_Military,FALSE,,
141,2,corporate facilitator,corporate facilitator,jwh enterprise llc,2/1/16,7/17/25,TRUE,182,3454,-182,building construction,2009,male,23,23_Others,28,28_Others,FALSE,,
141,5,facilitator  fast learning advisor and cocreator of the illuminate thinkshop series,facilitator  fast learning advisor and cocreator of the illuminate thinkshop series,us navy,8/1/16,2/1/20,FALSE,1064,1279,-3272,building construction,2009,male,23,23_Others,28,28_Others,FALSE,,
141,4,duke of direction facilitation,duke of direction facilitation,navalx,7/1/19,3/1/20,FALSE,609,244,-215,building construction,2009,male,23,23_Others,28,28_Others,FALSE,,
141,1,founder and innovation facilitator,founder and innovation facilitator,stale chips,3/1/21,7/17/25,TRUE,214,1599,365,building construction,2009,male,14,14_PresidentOwner,21,21_Executive_Owner_President,FALSE,,
141,3,expert consultant  special government employee sge,expert consultant  special government employee sge,nsin  national security innovation network,10/1/21,5/1/23,FALSE,,577,-1385,building construction,2009,male,17,17_Consultant,25,25_Consultant,FALSE,,
141,8,nuclear power pipeline,nuclear power pipeline,,,5/1/11,FALSE,,,,building construction,2009,male,23,23_Others,28,28_Others,FALSE,,
141,9,12-Jul,12-Jul,gunnery and ordnance officer,,6/1/09,FALSE,,,,building construction,2009,male,,,,,FALSE,,
142,7,internship,internship,hourigan construction corp,5/1/08,8/1/08,FALSE,396,92,,building construction,2009,male,7,7_OtherIntern,9,9_OtherIntern,TRUE,masters virginia commonwealth university,mba
142,6,assistant superintendent,assistant superintendent,hourigan,6/1/09,1/1/11,FALSE,518,579,304,building construction,2009,male,2,2_FieldRoute,3,3_AssistantSuperintendent,TRUE,masters virginia commonwealth university,mba
142,5,virtual construction manager,virtual construction manager,hourigan,11/1/10,9/1/15,FALSE,1765,1765,-61,building construction,2009,male,20,20_VDC,29,29_VDC,TRUE,masters virginia commonwealth university,mba
142,4,client solutions manager,client solutions manager,hourigan,9/1/15,11/1/18,FALSE,943,1157,0,building construction,2009,male,12,12_OtherManagers,19,19_OtherManagers,TRUE,masters virginia commonwealth university,mba
142,3,director of client solutions,director of client solutions,hourigan,4/1/18,2/1/20,FALSE,671,671,-214,building construction,2009,male,15,15_OtherDirectors,23,23_Director,TRUE,masters virginia commonwealth university,mba
142,2,vice president client solutions,vice president client solutions,hourigan,2/1/20,12/1/20,FALSE,304,304,0,building construction,2009,male,14,14_PresidentOwner,22,22_VicePresident,TRUE,masters virginia commonwealth university,mba
142,1,vice president central virginia,vice president central virginia,hourigan,12/1/20,7/17/25,TRUE,,1689,0,building construction,2009,male,14,14_PresidentOwner,22,22_VicePresident,TRUE,masters virginia commonwealth university,mba
143,6,intern,intern,l f jennings inc,5/1/08,8/1/08,FALSE,761,92,,building construction,2009,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
143,5,outside sales rep,outside sales rep,84 lumber,6/1/10,7/17/25,TRUE,4383,5525,669,building construction,2009,male,18,18_Sales,26,26_Sales,FALSE,,
143,1,director of construction,director of construction,amh,6/1/22,7/17/25,TRUE,,1142,-1142,building construction,2009,male,15,15_OtherDirectors,23,23_Director,FALSE,,
143,2,construction project supervisor,construction project supervisor,taylor morrison,,5/1/22,FALSE,,,,building construction,2009,male,2,2_FieldRoute,4,4_Superintendent,FALSE,,
143,3,senior superintendent,senior superintendent,taylor morrison,,7/17/25,TRUE,,,,building construction,2009,male,2,2_FieldRoute,4,4_Superintendent,FALSE,,
143,4,superintendent,superintendent,taylor morrison,,7/17/25,TRUE,,,,building construction,2009,male,2,2_FieldRoute,4,4_Superintendent,FALSE,,
144,5,project engineer,project engineer,shirley contracting company,6/1/09,12/1/12,FALSE,1279,1279,,building construction,2009,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
144,4,assistant project manager,assistant project manager,shirley contracting company,12/1/12,3/1/14,FALSE,455,455,0,building construction,2009,male,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,FALSE,,
144,3,project manager,project manager,shirley contracting company,3/1/14,6/1/19,FALSE,1918,1918,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
144,2,senior project manager,senior project manager,shirley contracting company,6/1/19,6/1/21,FALSE,731,731,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
144,1,contract manager,contract manager,shirley contracting company,6/1/21,7/17/25,TRUE,,1507,0,building construction,2009,male,9,9_ProjectControQualityControlPreConstruction,14,14_PreCon_ProjectControl,FALSE,,
145,1,project engineer,project engineer,clark construction group llc,6/1/09,7/17/25,TRUE,,5890,,building construction,2009,female,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
146,5,civil engineer intern,civil engineer intern,balzer and associates inc,5/1/06,8/1/08,FALSE,1096,823,,building construction,2009,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
146,4,project engineer,project engineer,kjellstrom  lee construction,5/1/09,5/1/14,FALSE,883,1826,273,building construction,2009,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
146,2,president,president,association of young professionals of augusta county inc,10/1/11,12/1/18,FALSE,974,2618,-943,building construction,2009,male,14,14_PresidentOwner,21,21_Executive_Owner_President,FALSE,,
146,3,project manager,project manager,lantz construction company,6/1/14,8/1/17,FALSE,1157,1157,-1644,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
146,1,senior project manager,senior project manager,montgomery consulting,8/1/17,7/17/25,TRUE,,2907,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
147,5,office engineer,office engineer,clark construction group llc,7/1/09,6/1/11,FALSE,700,700,,building construction,2009,female,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
147,4,project engineer,project engineer,clark construction group llc,6/1/11,12/1/14,FALSE,1310,1279,0,building construction,2009,female,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
147,3,assistant superintendent,assistant superintendent,clark construction group llc,1/1/15,2/1/17,FALSE,790,762,31,building construction,2009,female,2,2_FieldRoute,3,3_AssistantSuperintendent,FALSE,,
147,2,assistant superintendent,assistant superintendent,dpr construction,3/1/17,12/1/19,FALSE,1005,1005,28,building construction,2009,female,2,2_FieldRoute,3,3_AssistantSuperintendent,FALSE,,
147,1,superintendent,superintendent,dpr construction,12/1/19,7/17/25,TRUE,,2055,0,building construction,2009,female,2,2_FieldRoute,4,4_Superintendent,FALSE,,
148,9,intern,intern,truland systems corporation,5/1/08,8/1/08,FALSE,396,92,,building construction,2009,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
148,8,assistant project manager,assistant project manager,truland systems corporation,6/1/09,7/1/11,FALSE,760,760,304,building construction,2009,male,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,FALSE,,
148,7,project engineer,project engineer,helix electric,7/1/11,1/1/13,FALSE,550,550,0,building construction,2009,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
148,6,senior project engineer,senior project engineer,helix electric,1/1/13,4/1/14,FALSE,577,455,0,building construction,2009,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
148,5,project manager,project manager,rosendin electric,8/1/14,6/1/17,FALSE,1035,1035,122,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
148,4,senior project manager,senior project manager,american electric company llc,6/1/17,12/1/18,FALSE,548,548,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
148,3,director of construction operations,director of construction operations,american electric company llc,12/1/18,3/1/20,FALSE,456,456,0,building construction,2009,male,8,8_ProjectManagementRoute,23,23_Director,FALSE,,
148,2,vice president of construction,vice president of construction,american electric company llc,3/1/20,6/1/21,FALSE,457,457,0,building construction,2009,male,14,14_PresidentOwner,22,22_VicePresident,FALSE,,
148,1,senior project manager,senior project manager,rosendin,6/1/21,7/17/25,TRUE,,1507,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
149,6,project intern,project intern,the whitingturner contracting company,5/1/07,8/1/08,FALSE,731,458,,building construction,2009,male,6,6_ProjectIntern,8,8_ProjectEngineerIntern,FALSE,,
149,5,project engineer,project engineer,american infrastructure,5/1/09,6/1/12,FALSE,1127,1127,273,building construction,2009,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
149,4,assistant project manager,assistant project manager,shirley contracting company llc,6/1/12,4/1/14,FALSE,669,669,0,building construction,2009,male,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,FALSE,,
149,3,east coast manager,east coast manager,kwik bond polymers llc,4/1/14,11/1/19,FALSE,2040,2040,0,building construction,2009,male,12,12_OtherManagers,19,19_OtherManagers,FALSE,,
149,2,innovation manager,innovation manager,kwik bond polymers llc,11/1/19,2/1/23,FALSE,1188,1188,0,building construction,2009,male,12,12_OtherManagers,19,19_OtherManagers,FALSE,,
149,1,vice president,vice president,kwik bond polymers llc,2/1/23,7/17/25,TRUE,,897,0,building construction,2009,male,14,14_PresidentOwner,22,22_VicePresident,FALSE,,
150,5,senior project engineer,senior project engineer,skanska usa building inc,6/1/09,4/1/13,FALSE,1400,1400,,building construction,2009,female,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
150,4,project manager,project manager,skanska usa building inc,4/1/13,10/1/15,FALSE,913,913,0,building construction,2009,female,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
150,3,project manager,project manager,je dunn construction,10/1/15,10/1/21,FALSE,2192,2192,0,building construction,2009,female,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
150,2,senior project manager,senior project manager,mill creek residential trust llc,10/1/21,1/1/25,FALSE,1188,1188,0,building construction,2009,female,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
150,1,vice president,vice president,jll,1/1/25,7/17/25,TRUE,,197,0,building construction,2009,female,14,14_PresidentOwner,22,22_VicePresident,FALSE,,
151,6,volunteer worker,volunteer worker,extreme makeover home edition,12/1/05,12/1/05,FALSE,516,0,,building construction,2009,male,23,23_Others,28,28_Others,FALSE,,
151,5,project management intern,project management intern,kjellstromlee,5/1/07,1/1/08,FALSE,92,245,516,building construction,2009,male,6,6_ProjectIntern,8,8_ProjectEngineerIntern,FALSE,,
151,1,investment managermember,investment managermember,v  t properties,8/1/07,7/17/25,TRUE,274,6560,-153,building construction,2009,male,12,12_OtherManagers,19,19_OtherManagers,FALSE,,
151,4,estimating intern,estimating intern,james g davis construction,5/1/08,8/1/08,FALSE,396,92,-6286,building construction,2009,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
151,3,project engineer,project engineer,moca systems,6/1/09,12/1/10,FALSE,548,548,304,building construction,2009,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
151,2,project manager  technical construction,project manager  technical construction,james g davis construction,12/1/10,9/1/14,FALSE,,1370,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
152,5,vip program senior manager,vip program senior manager,the stars group,2/1/11,11/1/13,FALSE,1004,1004,,building construction,2009,male,12,12_OtherManagers,20,20_OtherSeniorManagers,FALSE,,
152,4,project manager,project manager,the stars group,11/1/13,10/1/16,FALSE,1065,1065,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
152,3,senior poker onboarding manager,senior poker onboarding manager,the stars group,10/1/16,3/1/18,FALSE,547,516,0,building construction,2009,male,12,12_OtherManagers,20,20_OtherSeniorManagers,FALSE,,
152,2,project manager business development,project manager business development,the stars group,4/1/18,1/1/19,FALSE,275,275,31,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
152,1,cofounder,cofounder,blocklytics,1/1/19,7/17/25,TRUE,,2389,0,building construction,2009,male,14,14_PresidentOwner,21,21_Executive_Owner_President,FALSE,,
153,5,field engineer,field engineer,hess construction  engineering services inc,7/1/09,12/1/12,FALSE,1249,1249,,building construction,2009,male,2,2_FieldRoute,2,2_FieldEngineer,FALSE,,
153,4,project engineer,project engineer,hess construction  engineering services inc,12/1/12,5/1/13,FALSE,151,151,0,building construction,2009,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
153,3,project manager,project manager,avery construction,5/1/13,6/1/18,FALSE,1857,1857,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
153,2,project manager,project manager,straub construction company inc,6/1/18,10/1/22,FALSE,1583,1583,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
153,1,project manager,project manager,mw builders,10/1/22,7/17/25,TRUE,,1020,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
154,5,field engineer,field engineer,hess construction  engineering services inc,7/1/09,12/1/12,FALSE,1249,1249,,building construction,2009,male,2,2_FieldRoute,2,2_FieldEngineer,FALSE,,
154,4,project engineer,project engineer,hess construction  engineering services inc,12/1/12,5/1/13,FALSE,151,151,0,building construction,2009,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
154,3,project manager,project manager,avery construction,5/1/13,6/1/18,FALSE,1857,1857,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
154,2,project manager,project manager,straub construction company inc,6/1/18,10/1/22,FALSE,1583,1583,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
154,1,project manager,project manager,mw builders,10/1/22,7/17/25,TRUE,,1020,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
155,4,assistant project manager,assistant project manager,the truland group inc,4/1/09,3/1/12,FALSE,2405,1065,,building construction,2009,male,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,FALSE,,
155,3,project manager,project manager,hourigan,11/1/15,12/1/20,FALSE,1857,1857,1340,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
155,2,senior project manager,senior project manager,hourigan,12/1/20,7/1/24,FALSE,1308,1308,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
155,1,project executive,project executive,hourigan,7/1/24,7/17/25,TRUE,,381,0,building construction,2009,male,8,8_ProjectManagementRoute,21,21_Executive_Owner_President,FALSE,,
156,5,consultant,consultant,capital construction consultants inc,8/1/09,10/1/10,FALSE,426,426,,building construction,2009,male,17,17_Consultant,25,25_Consultant,FALSE,,
156,4,assistant project manager,assistant project manager,humphrey rich construction group inc,10/1/10,3/1/12,FALSE,517,517,0,building construction,2009,male,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,FALSE,,
156,3,project manager,project manager,humphrey rich construction group inc,3/1/12,12/1/18,FALSE,2466,2466,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
156,2,senior project manager,senior project manager,humphrey rich construction group inc,12/1/18,7/1/22,FALSE,1339,1308,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
156,1,principal,principal,spain building group llc,8/1/22,7/17/25,TRUE,,1081,31,building construction,2009,male,4,4_Academia,6,6_Academia,FALSE,,
157,4,project engineer,project engineer,gilbane building company,6/1/09,3/1/16,FALSE,2496,2465,,building construction,2009,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
157,3,project manager,project manager,gilbane building company,4/1/16,7/1/20,FALSE,1583,1552,31,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
157,2,senior project manager,senior project manager,gilbane building company,8/1/20,9/1/21,FALSE,396,396,31,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
157,1,project executive,project executive,gilbane building company,9/1/21,7/17/25,TRUE,,1415,0,building construction,2009,male,8,8_ProjectManagementRoute,21,21_Executive_Owner_President,FALSE,,
158,6,project manager,project manager,arlington property ventures llc,6/1/09,5/1/11,FALSE,699,699,,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
158,5,project manager,project manager,corinthian contractors,5/1/11,7/1/14,FALSE,1157,1157,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
158,4,general manager,general manager,ipr inland pipe rehabilitation,7/1/14,3/1/20,FALSE,2070,2070,0,building construction,2009,male,12,12_OtherManagers,19,19_OtherManagers,FALSE,,
158,3,vice president operations,vice president operations,ipr  inland pipe rehabilitation,3/1/20,9/1/21,FALSE,640,549,0,building construction,2009,male,14,14_PresidentOwner,22,22_VicePresident,FALSE,,
158,2,area manager,area manager,spiniello companies,12/1/21,11/1/24,FALSE,1066,1066,91,building construction,2009,male,12,12_OtherManagers,19,19_OtherManagers,FALSE,,
158,1,president and general manager,president and general manager,ucs  united construction services llc,11/1/24,7/17/25,TRUE,,258,0,building construction,2009,male,14,14_PresidentOwner,21,21_Executive_Owner_President,FALSE,,
159,3,assistant project manager,assistant project manager,james g davis construction,12/1/09,12/1/11,FALSE,761,730,,building construction,2009,female,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,FALSE,,
159,2,assistant director,assistant director,savills studley,1/1/12,7/1/19,FALSE,2738,2738,31,building construction,2009,female,15,15_OtherDirectors,23,23_Director,FALSE,,
159,1,director public sector project management,director public sector project management,savills,7/1/19,7/17/25,TRUE,,2208,0,building construction,2009,female,15,15_OtherDirectors,23,23_Director,FALSE,,
160,5,estimator lemt,estimator lemt,limbach company,1/1/12,8/1/14,FALSE,974,943,,building construction,2009,male,10,10_EstimatingRoute,16,16_SeniorEstimator,FALSE,,
160,4,project engineer,project engineer,murphy company mechanical contractors  engineers,9/1/14,5/1/22,FALSE,1004,2799,31,building construction,2009,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
160,3,project manager,project manager,murphy company mechanical contractors  engineers,6/1/17,5/1/22,FALSE,1614,1795,-1795,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
160,2,project manager,project manager,rk mechanical,11/1/21,5/1/22,FALSE,181,181,-181,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
160,1,project manager,project manager,harry grodsky  co inc,5/1/22,9/1/22,FALSE,,123,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
161,10,summer civil engineering intern,summer civil engineering intern,michael baker international,5/1/06,8/1/06,FALSE,365,92,,building construction,2009,female,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
161,9,summer structural engineering intern,summer structural engineering intern,clark nexsen,5/1/07,8/1/07,FALSE,366,92,273,building construction,2009,female,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
161,8,summer construction intern,summer construction intern,the whitingturner contracting company,5/1/08,8/1/08,FALSE,396,92,274,building construction,2009,female,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
161,7,construction engineer ii,construction engineer ii,fluor,6/1/09,1/1/13,FALSE,1310,1310,304,building construction,2009,female,,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
161,6,construction project manager,construction project manager,goran llc,1/1/13,11/1/13,FALSE,424,304,0,building construction,2009,female,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
161,5,senior marketing paid search specialist,senior marketing paid search specialist,clearlink,3/1/14,10/1/18,FALSE,2040,1675,120,building construction,2009,female,18,18_Sales,26,26_Sales,FALSE,,
161,4,web operations manager,web operations manager,grassroots physical therapy,10/1/19,9/1/22,FALSE,458,1066,365,building construction,2009,female,12,12_OtherManagers,19,19_OtherManagers,FALSE,,
161,3,customer experience manager,customer experience manager,samsara experience,1/1/21,9/1/22,FALSE,608,608,-608,building construction,2009,female,12,12_OtherManagers,19,19_OtherManagers,FALSE,,
161,2,customer success manager,customer success manager,bodhi,9/1/22,12/1/23,FALSE,456,456,0,building construction,2009,female,12,12_OtherManagers,19,19_OtherManagers,FALSE,,
161,1,head of customer success,head of customer success,bodhi,12/1/23,7/17/25,TRUE,,594,0,building construction,2009,female,23,23_Others,28,28_Others,FALSE,,
162,1,general manager waterproofing  concrete restoration division,general manager waterproofing  concrete restoration division,ags construction inc,,7/17/25,TRUE,,,,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
162,2,project manager  estimator,project manager  estimator,mcdonald waterproofing  restoration inc,,7/17/25,TRUE,,,,building construction,2009,male,10,10_EstimatingRoute,17,17_Estimator,FALSE,,
162,3,project manager  estimator,project manager  estimator,asr companies inc,,7/17/25,TRUE,,,,building construction,2009,male,10,10_EstimatingRoute,17,17_Estimator,FALSE,,
162,4,project manager,project manager,concrete protection and restoration inc,,7/17/25,TRUE,,,,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
162,5,assistant project manager,assistant project manager,concrete protection and restoration inc,,7/17/25,TRUE,,,,building construction,2009,male,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,FALSE,,
162,6,technician  surface support specialist,technician  surface support specialist,substructure inc,,7/17/25,TRUE,,,,building construction,2009,male,1,1_FieldLabor,1,1_FieldPositions,FALSE,,
162,7,intern,intern,forrester construction company,,7/17/25,TRUE,,,,building construction,2009,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
163,9,project management intern,project management intern,clark construction,5/1/07,8/1/07,FALSE,366,92,,building construction,2009,male,6,6_ProjectIntern,8,8_ProjectEngineerIntern,FALSE,,
163,8,purchasing intern,purchasing intern,clark construction,5/1/08,8/1/08,FALSE,365,92,274,building construction,2009,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
163,7,hvac project management intern,hvac project management intern,pierce associates inc,5/1/09,8/1/09,FALSE,396,92,273,building construction,2009,male,6,6_ProjectIntern,8,8_ProjectEngineerIntern,FALSE,,
163,6,owner sales engineer account manager,owner sales engineer account manager,trane,6/1/10,4/1/13,FALSE,1035,1035,304,building construction,2009,male,18,18_Sales,26,26_Sales,FALSE,,
163,5,assistant project manager preconstruction services,assistant project manager preconstruction services,pierce associates inc,4/1/13,8/1/14,FALSE,487,487,0,building construction,2009,male,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,FALSE,,
163,4,mep estimator,mep estimator,grunley construction company inc,8/1/14,4/1/16,FALSE,609,609,0,building construction,2009,male,10,10_EstimatingRoute,17,17_Estimator,FALSE,,
163,3,senior mechanical estimator,senior mechanical estimator,me contractors inc,4/1/16,12/1/18,FALSE,974,974,0,building construction,2009,male,10,10_EstimatingRoute,16,16_SeniorEstimator,FALSE,,
163,2,mechanical estimating manager,mechanical estimating manager,me contractors inc,12/1/18,7/1/23,FALSE,1673,1673,0,building construction,2009,male,10,10_EstimatingRoute,16,16_SeniorEstimator,FALSE,,
163,1,sales manager,sales manager,me contractors inc,7/1/23,7/17/25,TRUE,,747,0,building construction,2009,male,18,18_Sales,26,26_Sales,FALSE,,
164,7,field manager,field manager,ruppert landscape,9/1/16,5/1/17,FALSE,273,242,,building construction,2009,male,2,2_FieldRoute,4,4_Superintendent,FALSE,,
164,5,superintendent,superintendent,blake real estate inc,6/1/17,5/1/18,FALSE,0,334,31,building construction,2009,male,2,2_FieldRoute,4,4_Superintendent,FALSE,,
164,6,project manager,project manager,ccsi construction llc,6/1/17,9/1/21,FALSE,334,1553,-334,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
164,4,assistant project manager,assistant project manager,blake real estate inc,5/1/18,12/1/19,FALSE,579,579,-1219,building construction,2009,male,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,FALSE,,
164,3,project manager,project manager,blake real estate inc,12/1/19,9/1/21,FALSE,793,640,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
164,2,project manager,project manager,donohoe construction company,2/1/22,9/1/23,FALSE,577,577,153,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
164,1,project manager,project manager,orr partners,9/1/23,7/17/25,TRUE,,685,0,building construction,2009,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
164,8,assistant superintendent,assistant superintendent,clark construction group llc,,9/1/16,FALSE,,,,building construction,2009,male,2,2_FieldRoute,3,3_AssistantSuperintendent,FALSE,,
165,2,project manager,project manager,the whitingturner contracting company,5/1/08,8/1/21,FALSE,4840,4840,,building construction,2008,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
