id,role_rank,job_role,job_role_clean,company,start_date,end_date,is_current,days_to_next_role,days_in_role,gap_days_before,major,graduation_year,gender,final_cluster_id,final_cluster_label,detailed_cluster_id,detailed_cluster_label,has_grad_degree,grad_degree_type,grad_major
1,9,intern,intern,turner construction company,5/1/10,8/1/10,FALSE,365,92,,building construction,2012,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
1,8,intern,intern,forrester construction company,5/1/11,8/1/11,FALSE,397,92,273,building construction,2012,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
1,7,office engineer  assistant project manager,office engineer  assistant project manager,turner construction,6/1/12,8/1/13,FALSE,487,426,305,building construction,2012,male,8,8_ProjectManagementRoute,1,1_FieldPositions,FALSE,,
1,6,carpenters apprentice,carpenters apprentice,greater pennsylvania regional council of carpenters,10/1/13,4/1/14,FALSE,212,182,61,building construction,2012,male,1,1_FieldLabor,1,1_FieldPositions,FALSE,,
1,5,carpenter,carpenter,martel construction,5/1/14,9/1/15,FALSE,549,488,30,building construction,2012,male,1,1_FieldLabor,1,1_FieldPositions,FALSE,,
1,4,assistant superintendent,assistant superintendent,dpr construction,11/1/15,4/1/18,FALSE,912,882,61,building construction,2012,male,2,2_FieldRoute,4,4_Superintendent,FALSE,,
1,3,lead carpenter,lead carpenter,ric design build,5/1/18,2/1/20,FALSE,670,641,30,building construction,2012,male,1,1_FieldLabor,1,1_FieldPositions,FALSE,,
1,2,construction superintendent,construction superintendent,dpr construction,3/1/20,5/1/23,FALSE,1187,1156,29,building construction,2012,male,2,2_FieldRoute,4,4_Superintendent,FALSE,,
1,1,pspp resource planning scheduling  production planning,pspp resource planning scheduling  production planning,dpr construction,6/1/23,7/17/25,TRUE,,777,31,building construction,2012,male,21,21_Scheduling,30,30_Scheduling,FALSE,,
2,10,internship,internship,l f jennings inc,5/1/12,8/1/12,FALSE,245,92,,building construction,2012,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
2,9,field engineer,field engineer,robins  morton,1/1/13,10/1/14,FALSE,638,638,153,building construction,2012,male,2,2_FieldRoute,2,2_FieldEngineer,FALSE,,
2,8,project engineer,project engineer,robins  morton,10/1/14,1/1/15,FALSE,123,92,0,building construction,2012,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
2,7,project engineer,project engineer,the whitingturner contracting company,2/1/15,1/1/16,FALSE,334,334,31,building construction,2012,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
2,6,assistant project manager,assistant project manager,the whitingturner contracting company,1/1/16,8/1/16,FALSE,182,213,0,building construction,2012,male,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,FALSE,,
2,5,assistant project manager,assistant project manager,hill construction company,7/1/16,3/1/19,FALSE,973,973,-31,building construction,2012,male,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,FALSE,,
2,4,project manager,project manager,stantec,3/1/19,1/1/22,FALSE,1037,1037,0,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
2,3,project director,project director,stantec,1/1/22,4/1/22,FALSE,90,90,0,building construction,2012,male,8,8_ProjectManagementRoute,23,23_Director,FALSE,,
2,2,project director,project director,storey program management llc,4/1/22,3/1/25,FALSE,1065,1065,0,building construction,2012,male,8,8_ProjectManagementRoute,23,23_Director,FALSE,,
2,1,healthcare development lead,healthcare development lead,southwood corporation,3/1/25,7/17/25,TRUE,,138,0,building construction,2012,male,23,23_Others,28,28_Others,FALSE,,
3,7,track supervisor,track supervisor,norfolk southern corporation,6/1/12,9/1/14,FALSE,822,822,,building construction,2012,male,23,23_Others,28,28_Others,FALSE,,
3,6,senior project manager,senior project manager,amtrak,9/1/14,7/1/18,FALSE,1399,1399,0,building construction,2012,male,8,8_ProjectManagementRoute,13,13_SeniorProjectManager,FALSE,,
3,5,capital construction manager,capital construction manager,amtrak,7/1/18,11/1/21,FALSE,1219,1219,0,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
3,4,sr principal project manager,sr principal project manager,amtrak,11/1/21,2/1/23,FALSE,457,457,0,building construction,2012,male,8,8_ProjectManagementRoute,13,13_SeniorProjectManager,FALSE,,
3,3,sr manager capital construction,sr manager capital construction,amtrak,2/1/23,9/1/24,FALSE,242,578,0,building construction,2012,male,8,8_ProjectManagementRoute,13,13_SeniorProjectManager,FALSE,,
3,2,acting director portfolio management,acting director portfolio management,amtrak,10/1/23,9/1/24,FALSE,336,336,-336,building construction,2012,male,15,15_OtherDirectors,23,23_Director,FALSE,,
3,1,program director  wus washington union station,program director  wus washington union station,amtrak,9/1/24,7/17/25,TRUE,,319,0,building construction,2012,male,15,15_OtherDirectors,23,23_Director,FALSE,,
4,2,field foreman,field foreman,a fencing,6/1/06,8/1/08,FALSE,1430,792,,building construction,2012,male,1,1_FieldLabor,1,1_FieldPositions,FALSE,,
4,1,intern,intern,donleys,5/1/10,7/17/25,TRUE,,5556,638,building construction,2012,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
5,5,planning and construction intern,planning and construction intern,stafford county public schools,6/1/08,8/1/08,FALSE,1675,61,,building construction,2012,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
5,4,superintendent,superintendent,century concrete inc,1/1/13,2/1/18,FALSE,2372,1857,1614,building construction,2012,male,2,2_FieldRoute,4,4_Superintendent,FALSE,,
5,3,assistant superintendent,assistant superintendent,hourigan,7/1/19,12/1/22,FALSE,1249,1249,515,building construction,2012,male,2,2_FieldRoute,3,3_AssistantSuperintendent,FALSE,,
5,2,superintendent,superintendent,hourigan,12/1/22,10/1/23,FALSE,304,304,0,building construction,2012,male,2,2_FieldRoute,4,4_Superintendent,FALSE,,
5,1,lead superintendent,lead superintendent,breeden construction,10/1/23,7/17/25,TRUE,,655,0,building construction,2012,male,2,2_FieldRoute,4,4_Superintendent,FALSE,,
6,10,carpenters assistant,carpenters assistant,schenk builders of ny,6/1/09,8/1/09,FALSE,365,61,,building construction,2012,male,1,1_FieldLabor,1,1_FieldPositions,FALSE,,
6,9,intern,intern,skanska usa,6/1/10,4/1/12,FALSE,700,670,304,building construction,2012,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
6,8,project engineer  low voltage electrical,project engineer  low voltage electrical,skanska usa,5/1/12,4/1/14,FALSE,669,700,30,building construction,2012,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
6,7,assistant project manager,assistant project manager,two trees management co,3/1/14,7/1/17,FALSE,1218,1218,-31,building construction,2012,male,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,FALSE,,
6,6,project manager,project manager,two trees management co,7/1/17,12/1/19,FALSE,883,883,0,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
6,5,owner,owner,mbz group,12/1/19,7/1/20,FALSE,213,213,0,building construction,2012,male,14,14_PresidentOwner,21,21_Executive_Owner_President,FALSE,,
6,4,project manager,project manager,urban atelier group,7/1/20,11/1/21,FALSE,457,488,0,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
6,3,project manager,project manager,lm development partners inc,10/1/21,3/1/23,FALSE,488,516,-31,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
6,2,project manager,project manager,cambridge cm inc,2/1/23,7/1/24,FALSE,516,516,-28,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
6,1,senior project manager,senior project manager,cambridge cm inc,7/1/24,7/17/25,TRUE,,381,0,building construction,2012,male,8,8_ProjectManagementRoute,13,13_SeniorProjectManager,FALSE,,
7,10,intern,intern,brenneman  pagenstecher,5/1/08,6/1/08,FALSE,61,31,,building construction,2012,female,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
7,9,customer service associate,customer service associate,flynnohara uniforms,7/1/08,12/1/10,FALSE,62,883,30,building construction,2012,female,23,23_Others,28,28_Others,FALSE,,
7,7,cash office assistant,cash office assistant,au bon pain,9/1/08,12/1/12,FALSE,972,1552,-821,building construction,2012,female,23,23_Others,28,28_Others,FALSE,,
7,8,intern,intern,pagenstecher group inc,5/1/11,8/1/11,FALSE,611,92,-580,building construction,2012,female,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
7,6,assistant project manager,assistant project manager,nycom,1/1/13,12/1/14,FALSE,699,699,519,building construction,2012,female,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,FALSE,,
7,5,project manager,project manager,nycom,12/1/14,7/1/17,FALSE,943,943,0,building construction,2012,female,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
7,4,large projects manager,large projects manager,nycom,7/1/17,12/1/19,FALSE,883,883,0,building construction,2012,female,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
7,3,procurement specialist,procurement specialist,nycom,12/1/19,11/1/21,FALSE,701,701,0,building construction,2012,female,9,9_ProjectControQualityControlPreConstruction,14,14_PreCon_ProjectControl,FALSE,,
7,2,project manager,project manager,ca south llc,11/1/21,4/1/23,FALSE,546,516,0,building construction,2012,female,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
7,1,project manager,project manager,development  construction insight dci,5/1/23,7/17/25,TRUE,,808,30,building construction,2012,female,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
8,6,summer intern 3 summers,summer intern 3 summers,rf walsh construction,2/1/04,8/1/06,FALSE,1216,912,,building construction,2012,female,7,7_OtherIntern,9,9_OtherIntern,TRUE,masters university of maryland,mba
8,5,summer intern 2 summers,summer intern 2 summers,bond brothers,6/1/07,8/1/08,FALSE,1065,427,304,building construction,2012,female,7,7_OtherIntern,9,9_OtherIntern,TRUE,masters university of maryland,mba
8,4,summer intern 2 summers,summer intern 2 summers,skanska usa building inc,5/1/10,8/1/11,FALSE,823,457,638,building construction,2012,female,7,7_OtherIntern,9,9_OtherIntern,TRUE,masters university of maryland,mba
8,3,project manager,project manager,clark construction group,8/1/12,3/1/19,FALSE,2403,2403,366,building construction,2012,female,8,8_ProjectManagementRoute,12,12_ProjectManager,TRUE,masters university of maryland,mba
8,2,senior project manager,senior project manager,clark construction group,3/1/19,2/1/23,FALSE,1433,1433,0,building construction,2012,female,8,8_ProjectManagementRoute,13,13_SeniorProjectManager,TRUE,masters university of maryland,mba
8,1,project executive,project executive,clark construction group,2/1/23,7/17/25,TRUE,,897,0,building construction,2012,female,8,8_ProjectManagementRoute,21,21_Executive_Owner_President,TRUE,masters university of maryland,mba
9,7,associate project engineer,associate project engineer,performance contracting inc pci,3/1/13,7/1/15,FALSE,852,852,,building construction,2012,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
9,6,estimator,estimator,performance contracting inc pci,7/1/15,3/1/17,FALSE,609,609,0,building construction,2012,male,10,10_EstimatingRoute,17,17_Estimator,FALSE,,
9,5,project engineer,project engineer,performance contracting inc pci,3/1/17,7/1/18,FALSE,487,487,0,building construction,2012,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
9,4,senior project engineer,senior project engineer,performance contracting inc pci,7/1/18,1/1/20,FALSE,549,549,0,building construction,2012,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
9,3,project manager,project manager,performance contracting inc pci,1/1/20,1/1/23,FALSE,1096,1096,0,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
9,2,senior project manager,senior project manager,performance contracting inc pci,1/1/23,1/1/25,FALSE,731,731,0,building construction,2012,male,8,8_ProjectManagementRoute,13,13_SeniorProjectManager,FALSE,,
9,1,construction manager,construction manager,performance contracting inc pci,1/1/25,7/17/25,TRUE,,197,0,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
10,5,project engineer,project engineer,balfour beatty us,7/1/12,1/1/15,FALSE,914,914,,building construction,2012,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,TRUE,masters george mason university,business adminstration
10,4,senior project engineer,senior project engineer,balfour beatty us,1/1/15,3/1/16,FALSE,425,425,0,building construction,2012,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,TRUE,masters george mason university,business adminstration
10,3,assistant superintendent,assistant superintendent,balfour beatty us,3/1/16,6/1/18,FALSE,822,822,0,building construction,2012,male,2,2_FieldRoute,3,3_AssistantSuperintendent,TRUE,masters george mason university,business adminstration
10,2,superintendent,superintendent,balfour beatty us,6/1/18,2/1/23,FALSE,1706,1706,0,building construction,2012,male,2,2_FieldRoute,4,4_Superintendent,TRUE,masters george mason university,business adminstration
10,1,senior superintendent,senior superintendent,balfour beatty us,2/1/23,7/17/25,TRUE,,897,0,building construction,2012,male,2,2_FieldRoute,4,4_Superintendent,TRUE,masters george mason university,business adminstration
11,8,laborer,laborer,custom structures inc,6/1/08,1/1/09,FALSE,334,214,,building construction,2012,male,1,1_FieldLabor,1,1_FieldPositions,TRUE,masters columbia university,construction adminstration
11,7,carpenterlaborer,carpenterlaborer,jamersonlewis construction inc,5/1/09,8/1/09,FALSE,365,92,120,building construction,2012,male,1,1_FieldLabor,1,1_FieldPositions,TRUE,masters columbia university,construction adminstration
11,6,field engineer  institution group,field engineer  institution group,forrester construction company,5/1/10,3/1/13,FALSE,1035,1035,273,building construction,2012,male,2,2_FieldRoute,2,2_FieldEngineer,TRUE,masters columbia university,construction adminstration
11,5,assistant project manager,assistant project manager,sciame construction llc,3/1/13,9/1/15,FALSE,914,914,0,building construction,2012,male,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,TRUE,masters columbia university,construction adminstration
11,4,project manager,project manager,ew howell co llc,9/1/15,10/1/17,FALSE,761,761,0,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,TRUE,masters columbia university,construction adminstration
11,3,project manager,project manager,pavarini mcgovern,10/1/17,9/1/24,FALSE,700,2527,0,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,TRUE,masters columbia university,construction adminstration
11,2,adjunct lecturer,adjunct lecturer,columbia university school of professional studies,9/1/19,7/17/25,TRUE,1827,2146,-1827,building construction,2012,male,5,4_Academia,6,6_Academia,TRUE,masters columbia university,construction adminstration
11,1,assistant vice president,assistant vice president,mckissack,9/1/24,7/17/25,TRUE,,319,-319,building construction,2012,male,14,14_PresidentOwner,22,22_VicePresident,TRUE,masters columbia university,construction adminstration
12,3,production supervisor,production supervisor,nvr inc,6/1/12,6/1/13,FALSE,395,365,,building construction,2012,male,23,23_Others,28,28_Others,FALSE,,
12,2,project manager,project manager,nvr inc,7/1/13,2/1/17,FALSE,1339,1311,30,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
12,1,owner,owner,riverbrook builders,3/1/17,7/17/25,TRUE,,3060,28,building construction,2012,male,14,14_PresidentOwner,21,21_Executive_Owner_President,FALSE,,
13,5,summer intern,summer intern,grunley construction company inc,5/1/10,8/1/10,FALSE,365,92,,building construction,2012,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
13,4,summer intern,summer intern,gilbane building company,5/1/11,8/1/11,FALSE,3957,92,273,building construction,2012,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
13,3,senior project manager,senior project manager,gilbane building company,3/1/22,7/1/24,FALSE,853,853,3865,building construction,2012,male,8,8_ProjectManagementRoute,13,13_SeniorProjectManager,FALSE,,
13,2,senior project manager,senior project manager,gilbane building company,7/1/24,3/1/25,FALSE,243,243,0,building construction,2012,male,8,8_ProjectManagementRoute,13,13_SeniorProjectManager,FALSE,,
13,1,project executive,project executive,gilbane building company,3/1/25,7/17/25,TRUE,,138,0,building construction,2012,male,8,8_ProjectManagementRoute,21,21_Executive_Owner_President,FALSE,,
14,1,project manager,project manager,meb general contractors inc,,7/17/25,TRUE,,,,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
15,5,laborer,laborer,locklear construction,6/1/05,3/1/12,FALSE,791,2465,,building construction,2012,male,1,1_FieldLabor,1,1_FieldPositions,FALSE,,
15,4,laborer,laborer,wooden creations inc,8/1/07,6/1/08,FALSE,1461,305,-1674,building construction,2012,male,1,1_FieldLabor,1,1_FieldPositions,FALSE,,
15,3,mechanic,mechanic,hokie spokes,8/1/11,5/1/12,FALSE,305,274,1156,building construction,2012,male,1,1_FieldLabor,1,1_FieldPositions,FALSE,,
15,2,lead consultant,lead consultant,mbp mcdonough bolyard peck,6/1/12,2/1/21,FALSE,3167,3167,31,building construction,2012,male,17,17_Consultant,25,25_Consultant,FALSE,,
15,1,head brewerowner,head brewerowner,iron tree brewing company,2/1/21,7/17/25,TRUE,,1627,0,building construction,2012,male,23,23_Others,28,28_Others,FALSE,,
16,5,intern,intern,kjellstrom  lee,5/1/09,1/1/12,FALSE,1096,975,,building construction,2012,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
16,4,project engineer,project engineer,kjellstrom  lee,5/1/12,3/1/15,FALSE,1034,1034,121,building construction,2012,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
16,3,project engineer  bim,project engineer  bim,dpr construction,3/1/15,7/1/17,FALSE,853,853,0,building construction,2012,male,20,20_VDC,29,29_VDC,FALSE,,
16,2,vdc manager,vdc manager,dpr construction,7/1/17,4/1/22,FALSE,1735,1735,0,building construction,2012,male,20,20_VDC,29,29_VDC,FALSE,,
16,1,central region vdc leader,central region vdc leader,dpr construction,4/1/22,7/17/25,TRUE,,1203,0,building construction,2012,male,20,20_VDC,29,29_VDC,FALSE,,
17,5,field engineer,field engineer,hensel phelps,7/1/12,8/1/15,FALSE,1126,1126,,building construction,2012,female,2,2_FieldRoute,2,2_FieldEngineer,FALSE,,
17,4,office engineer,office engineer,hensel phelps,8/1/15,1/1/17,FALSE,519,519,0,building construction,2012,female,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
17,3,project engineer,project engineer,hensel phelps,1/1/17,5/1/19,FALSE,850,850,0,building construction,2012,female,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
17,2,area superintendent,area superintendent,hensel phelps,5/1/19,7/1/21,FALSE,792,792,0,building construction,2012,female,2,2_FieldRoute,4,4_Superintendent,FALSE,,
17,1,project manager,project manager,hensel phelps,7/1/21,7/17/25,TRUE,,1477,0,building construction,2012,female,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
18,8,field engineer,field engineer,turner construction company,8/1/12,4/1/13,FALSE,243,243,,building construction,2012,male,2,2_FieldRoute,2,2_FieldEngineer,FALSE,,
18,7,assistant superintendent,assistant superintendent,turner construction company,4/1/13,12/1/13,FALSE,275,244,0,building construction,2012,male,2,2_FieldRoute,3,3_AssistantSuperintendent,FALSE,,
18,6,cost engineer,cost engineer,turner construction company,1/1/14,10/1/15,FALSE,669,638,31,building construction,2012,male,10,10_EstimatingRoute,17,17_Estimator,FALSE,,
18,5,project engineer,project engineer,dpr construction,11/1/15,5/1/18,FALSE,943,912,31,building construction,2012,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
18,4,student,student,clemson university,6/1/18,1/1/20,FALSE,365,579,31,building construction,2012,male,3,3_StudentPosition,5,5_StudentPosition,FALSE,,
18,3,development intern,development intern,east west partners,6/1/19,8/1/19,FALSE,214,61,-214,building construction,2012,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
18,2,project manager,project manager,east west partners,1/1/20,6/1/21,FALSE,517,517,153,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
18,1,construction manager,construction manager,east west partners,6/1/21,7/17/25,TRUE,,1507,0,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
19,8,intern,intern,balfour beatty us,5/1/12,8/1/12,FALSE,276,92,,building construction,2012,male,7,7_OtherIntern,9,9_OtherIntern,TRUE,masters melbourne business school,mba
19,7,assistant project manager,assistant project manager,balfour beatty us,2/1/13,6/1/16,FALSE,1550,1216,184,building construction,2012,male,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,TRUE,masters melbourne business school,mba
19,6,mba intern,mba intern,tandem corp,5/1/17,8/1/17,FALSE,0,92,334,building construction,2012,male,7,7_OtherIntern,9,9_OtherIntern,TRUE,masters melbourne business school,mba
19,9,ambassador,ambassador,world business forum sydney,5/1/17,5/1/17,FALSE,245,0,-92,building construction,2012,male,3,3_StudentPosition,5,5_StudentPosition,TRUE,masters melbourne business school,mba
19,5,product manager,product manager,drawboard,1/1/18,10/1/20,FALSE,1004,1004,245,building construction,2012,male,12,12_OtherManagers,19,19_OtherManagers,TRUE,masters melbourne business school,mba
19,4,senior product manager,senior product manager,drawboard,10/1/20,3/1/21,FALSE,151,151,0,building construction,2012,male,12,12_OtherManagers,19,19_OtherManagers,TRUE,masters melbourne business school,mba
19,3,senior product manager,senior product manager,99designs,3/1/21,2/1/23,FALSE,730,702,0,building construction,2012,male,12,12_OtherManagers,19,19_OtherManagers,TRUE,masters melbourne business school,mba
19,1,senior product manager,senior product manager,canva,3/1/23,7/17/25,TRUE,366,869,28,building construction,2012,male,12,12_OtherManagers,19,19_OtherManagers,TRUE,masters melbourne business school,mba
19,2,explorer,explorer,airtree,3/1/24,6/1/24,FALSE,,92,-503,building construction,2012,male,23,23_Others,28,28_Others,TRUE,masters melbourne business school,mba
20,6,employee,employee,avalon recreation association,5/1/02,8/1/09,FALSE,1341,2649,,building construction,2012,male,23,23_Others,28,28_Others,FALSE,,
20,7,assistant,assistant,electrical  lighting solutions inc,1/1/06,5/1/06,FALSE,1581,120,-1308,building construction,2012,male,23,23_Others,28,28_Others,FALSE,,
20,5,superintendent intern,superintendent intern,wm jordan company,5/1/10,1/1/11,FALSE,365,245,1461,building construction,2012,male,5,5_FieldIntern,7,7_FieldEngineerIntern,FALSE,,
20,4,project engineer intern,project engineer intern,wm jordan company,5/1/11,8/1/11,FALSE,184,92,120,building construction,2012,male,6,6_ProjectIntern,8,8_ProjectEngineerIntern,FALSE,,
20,3,project engineer intern,project engineer intern,wm jordan company,11/1/11,5/1/12,FALSE,182,182,92,building construction,2012,male,6,6_ProjectIntern,8,8_ProjectEngineerIntern,FALSE,,
20,2,project engineer,project engineer,wm jordan company,5/1/12,12/1/13,FALSE,610,579,0,building construction,2012,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
20,1,project engineer,project engineer,wm jordan company,1/1/14,7/17/25,TRUE,,4215,31,building construction,2012,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
21,7,analyst,analyst,greenstone design llc,5/1/09,8/1/10,FALSE,730,457,,building construction,2012,male,17,17_Consultant,25,25_Consultant,FALSE,,
21,6,summer intern,summer intern,the truland group inc,5/1/11,8/1/11,FALSE,397,92,273,building construction,2012,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
21,2,partner,partner,218 capital management,6/1/12,7/17/25,TRUE,30,4794,305,building construction,2012,male,15,15_OtherDirectors,23,23_Director,FALSE,,
21,5,project engineer,project engineer,meb general contractors inc,7/1/12,3/1/14,FALSE,608,608,-4764,building construction,2012,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
21,4,president,president,lva properties,3/1/14,9/1/18,FALSE,1553,1645,0,building construction,2012,male,14,14_PresidentOwner,21,21_Executive_Owner_President,FALSE,,
21,3,director  construction,director  construction,willow creek construction,6/1/18,2/1/21,FALSE,976,976,-92,building construction,2012,male,15,15_OtherDirectors,23,23_Director,FALSE,,
21,1,president,president,black oak construction,2/1/21,7/17/25,TRUE,,1627,0,building construction,2012,male,14,14_PresidentOwner,21,21_Executive_Owner_President,FALSE,,
22,2,office engineer,office engineer,century concrete inc,5/1/12,7/17/25,TRUE,1340,4825,,building construction,2012,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
22,1,project manager,project manager,century concrete inc,1/1/16,7/17/25,TRUE,,3485,-3485,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
23,6,field intern,field intern,wm jordan company,5/1/09,8/1/09,FALSE,730,92,,building construction,2012,male,5,5_FieldIntern,7,7_FieldEngineerIntern,FALSE,,
23,5,assistant project manager intern,assistant project manager intern,harveycleary builders,5/1/11,1/1/12,FALSE,397,245,638,building construction,2012,male,6,6_ProjectIntern,8,8_ProjectEngineerIntern,FALSE,,
23,4,assistant project manager,assistant project manager,harveycleary builders,6/1/12,12/1/14,FALSE,944,913,152,building construction,2012,male,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,FALSE,,
23,3,senior project engineer,senior project engineer,dpr construction,1/1/15,6/1/17,FALSE,882,882,31,building construction,2012,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
23,2,project manager,project manager,dpr construction,6/1/17,6/1/22,FALSE,1826,1826,0,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
23,1,senior project manager,senior project manager,dpr construction,6/1/22,7/17/25,TRUE,,1142,0,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
24,4,lumber  customer service associate,lumber  customer service associate,lowes home improvement,4/1/11,4/1/12,FALSE,488,366,,building construction,2012,male,1,1_FieldLabor,1,1_FieldPositions,FALSE,,
24,3,field engineer,field engineer,the whitingturner contracting company,8/1/12,1/1/15,FALSE,883,883,122,building construction,2012,male,2,2_FieldRoute,2,2_FieldEngineer,FALSE,,
24,2,senior field engineer,senior field engineer,the whitingturner contracting company,1/1/15,12/1/16,FALSE,700,700,0,building construction,2012,male,2,2_FieldRoute,2,2_FieldEngineer,FALSE,,
24,1,superintendent,superintendent,the whitingturner contracting company,12/1/16,7/17/25,TRUE,,3150,0,building construction,2012,male,2,2_FieldRoute,4,4_Superintendent,FALSE,,
25,7,assistant project manager,assistant project manager,irreno construction company inc,1/1/10,12/1/11,FALSE,943,699,,building construction,2012,male,8,8_ProjectManagementRoute,11,11_AssistantProjectManager,FALSE,,
25,6,project engineer,project engineer,hitt contracting inc,8/1/12,4/1/13,FALSE,273,243,244,building construction,2012,male,8,8_ProjectManagementRoute,10,10_ProjectEngineer,FALSE,,
25,5,project manager,project manager,harveycleary builders,5/1/13,11/1/15,FALSE,914,914,30,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
25,4,senior project manager,senior project manager,makeoffices,11/1/15,11/1/16,FALSE,366,366,0,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
25,3,construction manager,construction manager,jfw inc,11/1/16,4/1/19,FALSE,881,881,0,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
25,2,owner  ceo,owner  ceo,arx development,4/1/19,7/17/25,TRUE,1249,2299,0,building construction,2012,male,14,14_PresidentOwner,21,21_Executive_Owner_President,FALSE,,
25,1,director of construction,director of construction,petra development,9/1/22,7/17/25,TRUE,,1050,-1050,building construction,2012,male,15,15_OtherDirectors,23,23_Director,FALSE,,
26,3,project manager,project manager,consolidated medical services inc,5/1/10,1/1/22,FALSE,4263,4263,,building construction,2012,male,8,8_ProjectManagementRoute,12,12_ProjectManager,FALSE,,
26,2,project executive,project executive,mazzuca contracting,1/1/22,8/1/24,FALSE,943,943,0,building construction,2012,male,8,8_ProjectManagementRoute,21,21_Executive_Owner_President,FALSE,,
26,1,vice president of healthcare,vice president of healthcare,mazzuca contracting,8/1/24,7/17/25,TRUE,,350,0,building construction,2012,male,14,14_PresidentOwner,22,22_VicePresident,FALSE,,
27,4,intern,intern,wm jordan company,5/1/08,7/1/10,FALSE,1492,791,,building construction,2012,male,7,7_OtherIntern,9,9_OtherIntern,FALSE,,
27,2,assistant superintendent,assistant superintendent,branch  associates inc,6/1/12,7/17/25,TRUE,0,4794,701,building construction,2012,male,2,2_FieldRoute,3,3_AssistantSuperintendent,FALSE,,
